Taxon,nEintraege,nEintraege_neu,RelAnstieg
Thuja occidentalis,,,
Thuja plicata,,,
Thunbergia alata,,,
Thymallus arcticus,,,
Thymus praecox britannicus,,,
Thymus pulegioides pannonicus,,,
Tiarella cordifolia,,,
Tiaropsis multicirrata,,,
Tilia americana,,,
Tilia euchlora,,,
Tilletia caries,,,
Tilletia controversa,,,
Tineola bisselliella,,,
Tinocallis takachihoensis,,,
Tithonia diversifolia,,,
Tomato ringspot virus,,,
Tomato spotted wilt orthotospovirus,,,
Torilis nodosa,,,
Toxicodendron pubescens,,,
Toxicodendron radicans,,,
Trachelospermum jasminoides,,,
Trachemys scripta,,,
Trachemys scripta elegans,,,
Trachemys scripta scripta,,,
Trachycarpus fortunei,,,
"Trachystemon orientalis Linnaeus, 1753",,,
Tradescantia andersoniana,,,
Tradescantia virginiana,,,
Tragopogon porrifolius,,,
Tragus racemosus,,,
Triadica sebifera,,,
Triaeris stenaspis,,,
Trialeurodes vaporariorum,,,
Tribolium castaneum,,,
Tribolium confusum,,,
Tribolium destructor,,,
Tricellaria inopinata,,,
Trichiusa robustula,,,
Trichoglossus haematodus,,,
Trichogramma brassicae,,,
Trichogramma chilonis,,,
Trichogramma dendrolimi,,,
Trichoniscoides sarsi,,,
Trichopoda pennipes,,,
Trichromothrips billeni,,,
Trichuris opaca,,,
Trifolium alexandrinum,,,
Trifolium hybridum,,,
Trifolium hybridum elegans,,,
Trifolium incarnatum,,,
Trifolium patens,,,
Trifolium resupinatum,,,
Trifolium subterraneum,,,
Trigonella caerulea,,,
Trimenopon hispidum,,,
Triticum aestivum,,,
Triticum turgidum,,,
Triturus carnifex,,,
Triturus marmoratus,,,
Trocheta cylindrica,,,
Trochila laurocerasi,,,
Trogoderma angustum,,,
Trogoderma glabrum,,,
Trogoderma granarium,,,
Tropaeolum majus,,,
Tropaeolum peregrinum,,,
Tropaeolum speciosum,,,
Tsuga canadensis,,,
Tsuga heterophylla,,,
Tsuga mertensiana,,,
Tuber gibbosum,,,
Tubificoides heterochaetus,,,
Tulipa clusiana,,,
Tulipa gesneriana,,,
Tulipa sylvestris,,,
Tulipa turkestanica,,,
Tulipa urumiensis,,,
Tulostoma giovanellae,,,
Tulostoma squamosum,,,
Tulostoma subfuscum,,,
Tupiocoris rhododendri,,,
Tympanuchus cupido,,,
Typha laxmannii,,,
Typhaea haagi,,,
Typhaea stercorea,,,
"Typhonia beatricis Hattenschwiler, 2000",,,
Typhula spathulata,,,
Ulex europaeus,,,
Ulex europaeus europaeus,,,
Ulmus pumila,,,
Uloborus plumipes,,,
Ulva australis,,,
Ulva californica,,,
Ulva gigantea,,,
Ulva lactuca,,,
Umbra limi,,,
Umbra pygmaea,,,
Umbraulva dangeardii,,,
Undaria pinnatifida,,,
Unio mancus,,,
Uraeginthus bengalus,,,
Urnatella gracilis,,,
Urocystis cepulae,,,
Urocystis occulta,,,
Urolepis rufipes,,,
Uroleucon erigeronense,,,
Uromyces appendiculatus,,,
Urozelotes rusticus,,,
Urtica pilulifera,,,
Ustilago maydis,,,
Vaccinium atlanticum,,,
Vaccinium corymbosum,,,
Vaccinium macrocarpum,,,
Vachellia farnesiana,,,
Valerianella eriocarpa,,,
Vallisneria spiralis,,,
Vanellus armatus,,,
Vanellus miles,,,
Vanellus spinosus,,,
Varroa destructor,,,
Vasates quadripedes,,,
Venturia inaequalis,,,
Verbascum speciosum,,,
Verbena aristigera,,,
Verbena bonariensis,,,
Verbena bracteata,,,
Verbena hastata,,,
Verbena rigida,,,
Verbesina encelioides,,,
Veronica filiformis,,,
Veronica peregrina,,,
Veronica peregrina peregrina,,,
Veronica persica,,,
Veronicastrum virginicum,,,
Verruca stroemia,,,
Vespa velutina,,,
Vespa velutina nigrithorax,,,
Viburnum rhytidophyllum,,,
Vicia articulata,,,
Vicia faba,,,
Vicia grandiflora,,,
Vicia johannis,,,
Vicia lutea,,,
Vicia lutea lutea,,,
Vicia narbonensis,,,
Vicia pannonica,,,
Vicia sativa nigra,,,
Vicia villosa,,,
Vicia villosa ambigua,,,
Vicia villosa varia,,,
Vicia villosa villosa,,,
Victorella pavida,,,
Vinca major,,,
Vinca major major,,,
Vincetoxicum rossicum,,,
Viola lutea calaminaria,,,
Viola lutea westfalica,,,
Viola suavis,,,
Viola tricolor curtisii,,,
Viola tricolor subsp. subalpina,,,
Viola wittrockiana,,,
Visnaga daucoides,,,
Vitis vulpina,,,
Vitula edmandsii,,,
Vitula edmandsii subsp. serratilineella,,,
Viviparus acerosus,,,
Viviparus ater,,,
Viviparus viviparus,,,
Volvariella volvacea,,,
Wasmannia auropunctata,,,
Watersipora subtorquata,,,
Weigela florida,,,
Weigela japonica,,,
Wisteria floribunda,,,
Wisteria sinensis,,,
Wolffia columbiana,,,
Xanthium albinum,,,
Xanthium chinense,,,
Xanthium orientale,,,
Xanthium orientale riparium,,,
Xanthium spinosum,,,
Xanthoceras sorbifolium,,,
Xanthocyparis nootkatensis,,,
Xenopus laevis,,,
Xenotoca eiseni,,,
Xerochrysum bracteatum,,,
Xerosecta oranensis,,,
Xiphinema coxi coxi,,,
Xiphinema index,,,
Xironogiton victoriensis,,,
Xyela curva,,,
Xyleborinus alni,,,
Xyleborinus attenuatus,,,
Xyleborus bodoanus,,,
Xyleborus germanus,,,
Xyleborus pfeilii,,,
Xylobiops basilaris,,,
Xylocoris flavipes,,,
Xyloperthella crinitarsis,,,
Xylosandrus germanus,,,
Yucca aloifolia,,,
Yucca filamentosa,,,
Yucca gloriosa,,,
Zantedeschia aethiopica,,,
Zea mays,,,
Zelkova serrata,,,
Zelotes puritanus,,,
Zimiris doriai,,,
Zinnia elegans,,,
Ziziphus jujuba,,,
Zonitoides arboreus,,,
Zonitoides excavatus,,,
Zonotrichia albicollis,,,
Zoothamnium minimum,,,
Zoropsis spinimana,,,
