Taxon,Laengengrad,Breitengrad,Zeitpunkt,Aufenthaltsw,Datenbank,Jahr
Impatiens glandulifera,10.125,47.925,1960 - 1987,1,sMon,1987
Impatiens glandulifera,10.20833,47.975,1960 - 1987,1,sMon,1987
Impatiens glandulifera,10.29167,47.975,1960 - 1987,1,sMon,1987
Impatiens glandulifera,10.20833,47.925,1960 - 1987,1,sMon,1987
Impatiens glandulifera,10.375,47.975,1960 - 1987,1,sMon,1987
Impatiens glandulifera,12.20833,47.975,1960 - 1987,0.9128,sMon,1987
Impatiens glandulifera,12.70833,47.975,1960 - 1987,1,sMon,1987
Impatiens glandulifera,12.79167,47.975,1960 - 1987,1,sMon,1987
Impatiens glandulifera,12.79167,47.925,1960 - 1987,1,sMon,1987
Impatiens glandulifera,12.875,47.975,1960 - 1987,1,sMon,1987
Impatiens glandulifera,12.95833,47.975,1960 - 1987,1,sMon,1987
Impatiens glandulifera,12.875,47.925,1960 - 1987,1,sMon,1987
Impatiens glandulifera,12.95833,47.925,1960 - 1987,1,sMon,1987
Impatiens glandulifera,7.541667,47.875,1960 - 1987,0.9128,sMon,1987
Impatiens glandulifera,7.625,47.875,1960 - 1987,0.9128,sMon,1987
Impatiens glandulifera,7.541667,47.825,1960 - 1987,0.9128,sMon,1987
Impatiens glandulifera,10.125,47.875,1960 - 1987,0.9128,sMon,1987
Impatiens glandulifera,12.79167,47.875,1960 - 1987,0.9128,sMon,1987
Impatiens glandulifera,12.95833,47.875,1960 - 1987,1,sMon,1987
Impatiens glandulifera,12.875,47.825,1960 - 1987,1,sMon,1987
Impatiens glandulifera,12.95833,47.825,1960 - 1987,1,sMon,1987
Impatiens glandulifera,9.791667,47.725,1960 - 1987,1,sMon,1987
Impatiens glandulifera,9.875,47.725,1960 - 1987,0.9128,sMon,1987
Impatiens glandulifera,12.95833,47.775,1960 - 1987,1,sMon,1987
Impatiens glandulifera,9.791667,47.625,1960 - 1987,1,sMon,1987
Impatiens glandulifera,9.875,47.675,1960 - 1987,0.9128,sMon,1987
Impatiens glandulifera,9.458333,51.675,1988 - 1996,0.9061,sMon,1996
Impatiens glandulifera,9.708333,51.625,1988 - 1996,0.9073,sMon,1996
Impatiens glandulifera,9.541667,51.525,1988 - 1996,0.9096,sMon,1996
Impatiens glandulifera,9.625,51.525,1988 - 1996,0.9664,sMon,1996
Impatiens glandulifera,9.958333,51.575,1988 - 1996,0.9306,sMon,1996
Impatiens glandulifera,7.375,51.425,1988 - 1996,0.9621,sMon,1996
Impatiens glandulifera,7.458333,51.425,1988 - 1996,0.9273,sMon,1996
Impatiens glandulifera,9.625,51.475,1988 - 1996,0.9494,sMon,1996
Impatiens glandulifera,9.541667,51.425,1988 - 1996,1,sMon,1996
Impatiens glandulifera,9.625,51.425,1988 - 1996,0.936,sMon,1996
Impatiens glandulifera,9.708333,51.475,1988 - 1996,0.9621,sMon,1996
Impatiens glandulifera,9.708333,51.425,1988 - 1996,1,sMon,1996
Impatiens glandulifera,9.791667,51.425,1988 - 1996,0.9227,sMon,1996
Impatiens glandulifera,7.125,51.375,1988 - 1996,0.9227,sMon,1996
Impatiens glandulifera,7.041667,51.325,1988 - 1996,0.9341,sMon,1996
Impatiens glandulifera,7.208333,51.375,1988 - 1996,0.9422,sMon,1996
Impatiens glandulifera,7.291667,51.375,1988 - 1996,0.9716,sMon,1996
Impatiens glandulifera,7.375,51.375,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,7.458333,51.375,1988 - 1996,0.9444,sMon,1996
Impatiens glandulifera,7.541667,51.325,1988 - 1996,0.9145,sMon,1996
Impatiens glandulifera,7.625,51.325,1988 - 1996,0.9029,sMon,1996
Impatiens glandulifera,7.791667,51.325,1988 - 1996,0.9171,sMon,1996
Impatiens glandulifera,8.375,51.325,1988 - 1996,0.9171,sMon,1996
Impatiens glandulifera,9.541667,51.375,1988 - 1996,0.9029,sMon,1996
Impatiens glandulifera,9.625,51.375,1988 - 1996,1,sMon,1996
Impatiens glandulifera,9.541667,51.325,1988 - 1996,0.9132,sMon,1996
Impatiens glandulifera,9.708333,51.375,1988 - 1996,0.9621,sMon,1996
Impatiens glandulifera,9.791667,51.375,1988 - 1996,0.938,sMon,1996
Impatiens glandulifera,9.708333,51.325,1988 - 1996,0.9073,sMon,1996
Impatiens glandulifera,9.875,51.375,1988 - 1996,0.9257,sMon,1996
Impatiens glandulifera,9.875,51.325,1988 - 1996,0.9306,sMon,1996
Impatiens glandulifera,6.791667,51.225,1988 - 1996,0.9108,sMon,1996
Impatiens glandulifera,6.958333,51.275,1988 - 1996,0.9242,sMon,1996
Impatiens glandulifera,6.958333,51.225,1988 - 1996,0.9341,sMon,1996
Impatiens glandulifera,7.041667,51.275,1988 - 1996,0.9341,sMon,1996
Impatiens glandulifera,7.958333,51.225,1988 - 1996,0.9185,sMon,1996
Impatiens glandulifera,9.458333,51.275,1988 - 1996,0.9227,sMon,1996
Impatiens glandulifera,9.458333,51.225,1988 - 1996,0.94,sMon,1996
Impatiens glandulifera,9.541667,51.275,1988 - 1996,0.9716,sMon,1996
Impatiens glandulifera,9.625,51.275,1988 - 1996,0.9096,sMon,1996
Impatiens glandulifera,9.541667,51.225,1988 - 1996,0.9444,sMon,1996
Impatiens glandulifera,9.958333,51.225,1988 - 1996,0.9198,sMon,1996
Impatiens glandulifera,6.958333,51.175,1988 - 1996,0.912,sMon,1996
Impatiens glandulifera,6.958333,51.125,1988 - 1996,0.9306,sMon,1996
Impatiens glandulifera,7.041667,51.175,1988 - 1996,0.9289,sMon,1996
Impatiens glandulifera,7.041667,51.125,1988 - 1996,0.9621,sMon,1996
Impatiens glandulifera,9.291667,51.175,1988 - 1996,0.9468,sMon,1996
Impatiens glandulifera,9.208333,51.125,1988 - 1996,0.9171,sMon,1996
Impatiens glandulifera,9.291667,51.125,1988 - 1996,0.9621,sMon,1996
Impatiens glandulifera,9.375,51.175,1988 - 1996,0.9716,sMon,1996
Impatiens glandulifera,9.458333,51.175,1988 - 1996,1,sMon,1996
Impatiens glandulifera,9.375,51.125,1988 - 1996,0.9716,sMon,1996
Impatiens glandulifera,9.458333,51.125,1988 - 1996,0.9171,sMon,1996
Impatiens glandulifera,9.541667,51.175,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,9.541667,51.125,1988 - 1996,0.9621,sMon,1996
Impatiens glandulifera,9.958333,51.125,1988 - 1996,0.9494,sMon,1996
Impatiens glandulifera,13.29167,51.125,1988 - 1996,0.9158,sMon,1996
Impatiens glandulifera,13.375,51.125,1988 - 1996,0.9444,sMon,1996
Impatiens glandulifera,7.041667,51.025,1988 - 1996,0.9007,sMon,1996
Impatiens glandulifera,7.125,51.025,1988 - 1996,0.9444,sMon,1996
Impatiens glandulifera,9.291667,51.075,1988 - 1996,0.9584,sMon,1996
Impatiens glandulifera,9.291667,51.025,1988 - 1996,0.9257,sMon,1996
Impatiens glandulifera,9.375,51.075,1988 - 1996,0.9257,sMon,1996
Impatiens glandulifera,9.625,51.075,1988 - 1996,0.9158,sMon,1996
Impatiens glandulifera,9.625,51.025,1988 - 1996,0.9171,sMon,1996
Impatiens glandulifera,9.708333,51.025,1988 - 1996,0.9306,sMon,1996
Impatiens glandulifera,12.875,51.075,1988 - 1996,0.9132,sMon,1996
Impatiens glandulifera,12.95833,51.075,1988 - 1996,0.9444,sMon,1996
Impatiens glandulifera,12.875,51.025,1988 - 1996,0.938,sMon,1996
Impatiens glandulifera,12.95833,51.025,1988 - 1996,0.9621,sMon,1996
Impatiens glandulifera,13.04167,51.025,1988 - 1996,0.9521,sMon,1996
Impatiens glandulifera,13.125,51.025,1988 - 1996,0.9273,sMon,1996
Impatiens glandulifera,13.20833,51.075,1988 - 1996,0.912,sMon,1996
Impatiens glandulifera,13.375,51.075,1988 - 1996,0.9323,sMon,1996
Impatiens glandulifera,13.54167,51.075,1988 - 1996,0.9584,sMon,1996
Impatiens glandulifera,7.125,50.975,1988 - 1996,0.9242,sMon,1996
Impatiens glandulifera,9.208333,50.975,1988 - 1996,0.9341,sMon,1996
Impatiens glandulifera,9.208333,50.925,1988 - 1996,0.9018,sMon,1996
Impatiens glandulifera,9.791667,50.975,1988 - 1996,0.9716,sMon,1996
Impatiens glandulifera,9.791667,50.925,1988 - 1996,0.9444,sMon,1996
Impatiens glandulifera,10.04167,50.975,1988 - 1996,0.9108,sMon,1996
Impatiens glandulifera,10.04167,50.925,1988 - 1996,0.9198,sMon,1996
Impatiens glandulifera,12.625,50.925,1988 - 1996,0.9289,sMon,1996
Impatiens glandulifera,12.70833,50.975,1988 - 1996,0.9227,sMon,1996
Impatiens glandulifera,12.70833,50.925,1988 - 1996,0.9584,sMon,1996
Impatiens glandulifera,12.79167,50.925,1988 - 1996,1,sMon,1996
Impatiens glandulifera,12.875,50.975,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,12.95833,50.975,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,12.875,50.925,1988 - 1996,1,sMon,1996
Impatiens glandulifera,12.95833,50.925,1988 - 1996,1,sMon,1996
Impatiens glandulifera,13.04167,50.975,1988 - 1996,0.9664,sMon,1996
Impatiens glandulifera,13.125,50.975,1988 - 1996,0.9306,sMon,1996
Impatiens glandulifera,13.04167,50.925,1988 - 1996,0.9716,sMon,1996
Impatiens glandulifera,13.125,50.925,1988 - 1996,0.9584,sMon,1996
Impatiens glandulifera,13.20833,50.925,1988 - 1996,0.9468,sMon,1996
Impatiens glandulifera,13.29167,50.925,1988 - 1996,0.9323,sMon,1996
Impatiens glandulifera,13.375,50.925,1988 - 1996,0.9084,sMon,1996
Impatiens glandulifera,13.45833,50.925,1988 - 1996,0.9213,sMon,1996
Impatiens glandulifera,13.54167,50.925,1988 - 1996,0.9257,sMon,1996
Impatiens glandulifera,7.208333,50.875,1988 - 1996,0.9061,sMon,1996
Impatiens glandulifera,7.291667,50.875,1988 - 1996,0.9108,sMon,1996
Impatiens glandulifera,7.291667,50.825,1988 - 1996,0.9444,sMon,1996
Impatiens glandulifera,9.625,50.825,1988 - 1996,0.9242,sMon,1996
Impatiens glandulifera,9.708333,50.875,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,9.791667,50.875,1988 - 1996,0.9073,sMon,1996
Impatiens glandulifera,9.708333,50.825,1988 - 1996,0.9521,sMon,1996
Impatiens glandulifera,9.958333,50.875,1988 - 1996,0.9306,sMon,1996
Impatiens glandulifera,9.958333,50.825,1988 - 1996,0.9185,sMon,1996
Impatiens glandulifera,10.125,50.825,1988 - 1996,0.9289,sMon,1996
Impatiens glandulifera,12.45833,50.875,1988 - 1996,0.9029,sMon,1996
Impatiens glandulifera,12.54167,50.875,1988 - 1996,0.9132,sMon,1996
Impatiens glandulifera,12.625,50.875,1988 - 1996,0.936,sMon,1996
Impatiens glandulifera,12.54167,50.825,1988 - 1996,0.9007,sMon,1996
Impatiens glandulifera,12.625,50.825,1988 - 1996,0.9171,sMon,1996
Impatiens glandulifera,12.70833,50.875,1988 - 1996,0.9716,sMon,1996
Impatiens glandulifera,12.79167,50.875,1988 - 1996,1,sMon,1996
Impatiens glandulifera,12.875,50.875,1988 - 1996,1,sMon,1996
Impatiens glandulifera,12.95833,50.875,1988 - 1996,1,sMon,1996
Impatiens glandulifera,12.875,50.825,1988 - 1996,1,sMon,1996
Impatiens glandulifera,12.95833,50.825,1988 - 1996,0.9521,sMon,1996
Impatiens glandulifera,13.04167,50.875,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,13.125,50.875,1988 - 1996,0.938,sMon,1996
Impatiens glandulifera,13.04167,50.825,1988 - 1996,0.9444,sMon,1996
Impatiens glandulifera,13.125,50.825,1988 - 1996,0.9664,sMon,1996
Impatiens glandulifera,13.20833,50.875,1988 - 1996,0.9289,sMon,1996
Impatiens glandulifera,13.29167,50.875,1988 - 1996,0.9227,sMon,1996
Impatiens glandulifera,13.20833,50.825,1988 - 1996,0.9158,sMon,1996
Impatiens glandulifera,13.375,50.875,1988 - 1996,0.9444,sMon,1996
Impatiens glandulifera,13.45833,50.875,1988 - 1996,0.9551,sMon,1996
Impatiens glandulifera,13.375,50.825,1988 - 1996,0.9227,sMon,1996
Impatiens glandulifera,13.54167,50.875,1988 - 1996,0.9468,sMon,1996
Impatiens glandulifera,13.625,50.875,1988 - 1996,0.9213,sMon,1996
Impatiens glandulifera,7.291667,50.775,1988 - 1996,0.9257,sMon,1996
Impatiens glandulifera,7.208333,50.725,1988 - 1996,0.9061,sMon,1996
Impatiens glandulifera,7.291667,50.725,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,7.375,50.775,1988 - 1996,0.9716,sMon,1996
Impatiens glandulifera,7.458333,50.775,1988 - 1996,0.9664,sMon,1996
Impatiens glandulifera,7.375,50.725,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,7.458333,50.725,1988 - 1996,0.938,sMon,1996
Impatiens glandulifera,7.541667,50.775,1988 - 1996,0.9061,sMon,1996
Impatiens glandulifera,7.625,50.775,1988 - 1996,0.938,sMon,1996
Impatiens glandulifera,7.541667,50.725,1988 - 1996,0.9108,sMon,1996
Impatiens glandulifera,7.625,50.725,1988 - 1996,0.9257,sMon,1996
Impatiens glandulifera,7.708333,50.775,1988 - 1996,0.9422,sMon,1996
Impatiens glandulifera,7.791667,50.775,1988 - 1996,0.9273,sMon,1996
Impatiens glandulifera,7.708333,50.725,1988 - 1996,0.9341,sMon,1996
Impatiens glandulifera,9.625,50.775,1988 - 1996,0.9145,sMon,1996
Impatiens glandulifera,9.708333,50.775,1988 - 1996,0.9213,sMon,1996
Impatiens glandulifera,9.958333,50.775,1988 - 1996,0.9029,sMon,1996
Impatiens glandulifera,9.958333,50.725,1988 - 1996,0.9132,sMon,1996
Impatiens glandulifera,10.375,50.725,1988 - 1996,0.9007,sMon,1996
Impatiens glandulifera,12.625,50.775,1988 - 1996,0.9227,sMon,1996
Impatiens glandulifera,12.70833,50.775,1988 - 1996,0.9551,sMon,1996
Impatiens glandulifera,12.79167,50.775,1988 - 1996,0.912,sMon,1996
Impatiens glandulifera,12.875,50.775,1988 - 1996,0.9061,sMon,1996
Impatiens glandulifera,7.208333,50.675,1988 - 1996,0.9551,sMon,1996
Impatiens glandulifera,7.291667,50.675,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,7.291667,50.625,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,7.375,50.675,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,7.458333,50.675,1988 - 1996,0.9621,sMon,1996
Impatiens glandulifera,7.375,50.625,1988 - 1996,1,sMon,1996
Impatiens glandulifera,7.458333,50.625,1988 - 1996,1,sMon,1996
Impatiens glandulifera,7.541667,50.675,1988 - 1996,0.9494,sMon,1996
Impatiens glandulifera,7.625,50.675,1988 - 1996,0.9422,sMon,1996
Impatiens glandulifera,7.541667,50.625,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,7.625,50.625,1988 - 1996,0.9444,sMon,1996
Impatiens glandulifera,7.708333,50.675,1988 - 1996,0.9273,sMon,1996
Impatiens glandulifera,7.791667,50.675,1988 - 1996,0.9084,sMon,1996
Impatiens glandulifera,7.291667,50.575,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,7.208333,50.525,1988 - 1996,0.9007,sMon,1996
Impatiens glandulifera,7.291667,50.525,1988 - 1996,0.905,sMon,1996
Impatiens glandulifera,7.375,50.575,1988 - 1996,1,sMon,1996
Impatiens glandulifera,7.458333,50.575,1988 - 1996,1,sMon,1996
Impatiens glandulifera,7.375,50.525,1988 - 1996,1,sMon,1996
Impatiens glandulifera,7.458333,50.525,1988 - 1996,1,sMon,1996
Impatiens glandulifera,7.541667,50.575,1988 - 1996,0.9132,sMon,1996
Impatiens glandulifera,7.625,50.575,1988 - 1996,0.9468,sMon,1996
Impatiens glandulifera,7.541667,50.525,1988 - 1996,0.9132,sMon,1996
Impatiens glandulifera,7.625,50.525,1988 - 1996,0.905,sMon,1996
Impatiens glandulifera,7.708333,50.525,1988 - 1996,0.9584,sMon,1996
Impatiens glandulifera,7.291667,50.475,1988 - 1996,0.9213,sMon,1996
Impatiens glandulifera,7.375,50.475,1988 - 1996,0.9664,sMon,1996
Impatiens glandulifera,7.458333,50.475,1988 - 1996,0.94,sMon,1996
Impatiens glandulifera,7.375,50.425,1988 - 1996,0.9621,sMon,1996
Impatiens glandulifera,7.458333,50.425,1988 - 1996,0.9664,sMon,1996
Impatiens glandulifera,7.541667,50.475,1988 - 1996,0.9551,sMon,1996
Impatiens glandulifera,7.625,50.475,1988 - 1996,1,sMon,1996
Impatiens glandulifera,7.541667,50.425,1988 - 1996,0.9621,sMon,1996
Impatiens glandulifera,7.625,50.425,1988 - 1996,0.9444,sMon,1996
Impatiens glandulifera,7.958333,50.475,1988 - 1996,0.9039,sMon,1996
Impatiens glandulifera,7.875,50.425,1988 - 1996,0.936,sMon,1996
Impatiens glandulifera,11.375,50.475,1988 - 1996,0.9551,sMon,1996
Impatiens glandulifera,11.45833,50.475,1988 - 1996,0.9213,sMon,1996
Impatiens glandulifera,11.375,50.425,1988 - 1996,0.9257,sMon,1996
Impatiens glandulifera,11.54167,50.475,1988 - 1996,0.9306,sMon,1996
Impatiens glandulifera,11.54167,50.425,1988 - 1996,0.9306,sMon,1996
Impatiens glandulifera,11.625,50.425,1988 - 1996,0.9145,sMon,1996
Impatiens glandulifera,7.291667,50.375,1988 - 1996,0.9039,sMon,1996
Impatiens glandulifera,7.291667,50.325,1988 - 1996,0.9468,sMon,1996
Impatiens glandulifera,7.375,50.375,1988 - 1996,0.9716,sMon,1996
Impatiens glandulifera,7.458333,50.375,1988 - 1996,0.9716,sMon,1996
Impatiens glandulifera,7.375,50.325,1988 - 1996,0.9621,sMon,1996
Impatiens glandulifera,7.458333,50.325,1988 - 1996,0.9521,sMon,1996
Impatiens glandulifera,7.541667,50.375,1988 - 1996,0.9521,sMon,1996
Impatiens glandulifera,7.625,50.375,1988 - 1996,0.9096,sMon,1996
Impatiens glandulifera,7.541667,50.325,1988 - 1996,0.9145,sMon,1996
Impatiens glandulifera,7.625,50.325,1988 - 1996,0.9108,sMon,1996
Impatiens glandulifera,7.708333,50.325,1988 - 1996,0.9061,sMon,1996
Impatiens glandulifera,9.208333,50.325,1988 - 1996,0.912,sMon,1996
Impatiens glandulifera,9.291667,50.325,1988 - 1996,0.9289,sMon,1996
Impatiens glandulifera,9.375,50.325,1988 - 1996,0.9521,sMon,1996
Impatiens glandulifera,9.458333,50.325,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,9.541667,50.375,1988 - 1996,0.9039,sMon,1996
Impatiens glandulifera,9.541667,50.325,1988 - 1996,0.9323,sMon,1996
Impatiens glandulifera,11.125,50.325,1988 - 1996,0.9422,sMon,1996
Impatiens glandulifera,11.20833,50.375,1988 - 1996,0.9323,sMon,1996
Impatiens glandulifera,11.29167,50.375,1988 - 1996,0.9551,sMon,1996
Impatiens glandulifera,11.20833,50.325,1988 - 1996,0.9584,sMon,1996
Impatiens glandulifera,11.29167,50.325,1988 - 1996,0.9289,sMon,1996
Impatiens glandulifera,11.375,50.375,1988 - 1996,1,sMon,1996
Impatiens glandulifera,11.45833,50.375,1988 - 1996,1,sMon,1996
Impatiens glandulifera,11.375,50.325,1988 - 1996,0.9273,sMon,1996
Impatiens glandulifera,11.45833,50.325,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,11.54167,50.375,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,11.625,50.375,1988 - 1996,0.9716,sMon,1996
Impatiens glandulifera,11.54167,50.325,1988 - 1996,1,sMon,1996
Impatiens glandulifera,11.625,50.325,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,7.291667,50.275,1988 - 1996,0.9198,sMon,1996
Impatiens glandulifera,7.291667,50.225,1988 - 1996,0.9468,sMon,1996
Impatiens glandulifera,7.375,50.275,1988 - 1996,0.9621,sMon,1996
Impatiens glandulifera,7.458333,50.275,1988 - 1996,0.9323,sMon,1996
Impatiens glandulifera,7.375,50.225,1988 - 1996,0.9664,sMon,1996
Impatiens glandulifera,7.458333,50.225,1988 - 1996,0.9096,sMon,1996
Impatiens glandulifera,7.625,50.275,1988 - 1996,0.9084,sMon,1996
Impatiens glandulifera,9.291667,50.275,1988 - 1996,0.9341,sMon,1996
Impatiens glandulifera,9.208333,50.225,1988 - 1996,0.9273,sMon,1996
Impatiens glandulifera,9.291667,50.225,1988 - 1996,0.9468,sMon,1996
Impatiens glandulifera,9.375,50.275,1988 - 1996,0.9521,sMon,1996
Impatiens glandulifera,9.458333,50.275,1988 - 1996,0.9257,sMon,1996
Impatiens glandulifera,9.375,50.225,1988 - 1996,0.9289,sMon,1996
Impatiens glandulifera,9.458333,50.225,1988 - 1996,0.9198,sMon,1996
Impatiens glandulifera,9.541667,50.275,1988 - 1996,0.9073,sMon,1996
Impatiens glandulifera,9.625,50.275,1988 - 1996,0.9257,sMon,1996
Impatiens glandulifera,9.541667,50.225,1988 - 1996,0.9323,sMon,1996
Impatiens glandulifera,9.625,50.225,1988 - 1996,0.9494,sMon,1996
Impatiens glandulifera,9.708333,50.275,1988 - 1996,0.9061,sMon,1996
Impatiens glandulifera,9.791667,50.225,1988 - 1996,0.9073,sMon,1996
Impatiens glandulifera,11.125,50.275,1988 - 1996,0.9306,sMon,1996
Impatiens glandulifera,11.20833,50.275,1988 - 1996,0.9664,sMon,1996
Impatiens glandulifera,11.29167,50.275,1988 - 1996,0.9716,sMon,1996
Impatiens glandulifera,11.20833,50.225,1988 - 1996,0.9468,sMon,1996
Impatiens glandulifera,11.29167,50.225,1988 - 1996,0.9716,sMon,1996
Impatiens glandulifera,11.375,50.275,1988 - 1996,0.9007,sMon,1996
Impatiens glandulifera,11.45833,50.275,1988 - 1996,0.9716,sMon,1996
Impatiens glandulifera,11.375,50.225,1988 - 1996,0.9273,sMon,1996
Impatiens glandulifera,11.45833,50.225,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,11.54167,50.275,1988 - 1996,1,sMon,1996
Impatiens glandulifera,11.625,50.275,1988 - 1996,1,sMon,1996
Impatiens glandulifera,11.54167,50.225,1988 - 1996,1,sMon,1996
Impatiens glandulifera,11.625,50.225,1988 - 1996,1,sMon,1996
Impatiens glandulifera,11.70833,50.275,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,11.79167,50.275,1988 - 1996,0.9444,sMon,1996
Impatiens glandulifera,11.70833,50.225,1988 - 1996,1,sMon,1996
Impatiens glandulifera,11.79167,50.225,1988 - 1996,0.9716,sMon,1996
Impatiens glandulifera,7.291667,50.175,1988 - 1996,0.9171,sMon,1996
Impatiens glandulifera,7.208333,50.125,1988 - 1996,0.9132,sMon,1996
Impatiens glandulifera,7.291667,50.125,1988 - 1996,0.9213,sMon,1996
Impatiens glandulifera,7.375,50.175,1988 - 1996,0.9198,sMon,1996
Impatiens glandulifera,9.208333,50.175,1988 - 1996,0.94,sMon,1996
Impatiens glandulifera,9.291667,50.175,1988 - 1996,0.9306,sMon,1996
Impatiens glandulifera,9.208333,50.125,1988 - 1996,0.9108,sMon,1996
Impatiens glandulifera,9.291667,50.125,1988 - 1996,0.9242,sMon,1996
Impatiens glandulifera,9.375,50.175,1988 - 1996,0.9444,sMon,1996
Impatiens glandulifera,9.458333,50.175,1988 - 1996,0.9341,sMon,1996
Impatiens glandulifera,9.375,50.125,1988 - 1996,0.9422,sMon,1996
Impatiens glandulifera,9.458333,50.125,1988 - 1996,0.9468,sMon,1996
Impatiens glandulifera,9.541667,50.175,1988 - 1996,0.9306,sMon,1996
Impatiens glandulifera,9.625,50.175,1988 - 1996,1,sMon,1996
Impatiens glandulifera,9.541667,50.125,1988 - 1996,0.9468,sMon,1996
Impatiens glandulifera,9.625,50.125,1988 - 1996,0.9664,sMon,1996
Impatiens glandulifera,9.708333,50.175,1988 - 1996,0.9621,sMon,1996
Impatiens glandulifera,9.791667,50.175,1988 - 1996,0.9242,sMon,1996
Impatiens glandulifera,9.708333,50.125,1988 - 1996,1,sMon,1996
Impatiens glandulifera,11.20833,50.175,1988 - 1996,0.936,sMon,1996
Impatiens glandulifera,11.29167,50.175,1988 - 1996,0.9444,sMon,1996
Impatiens glandulifera,11.20833,50.125,1988 - 1996,0.9323,sMon,1996
Impatiens glandulifera,11.29167,50.125,1988 - 1996,0.9716,sMon,1996
Impatiens glandulifera,11.375,50.125,1988 - 1996,0.9584,sMon,1996
Impatiens glandulifera,11.45833,50.125,1988 - 1996,0.936,sMon,1996
Impatiens glandulifera,11.625,50.175,1988 - 1996,1,sMon,1996
Impatiens glandulifera,11.70833,50.175,1988 - 1996,1,sMon,1996
Impatiens glandulifera,11.79167,50.175,1988 - 1996,1,sMon,1996
Impatiens glandulifera,11.70833,50.125,1988 - 1996,1,sMon,1996
Impatiens glandulifera,11.79167,50.125,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,11.875,50.175,1988 - 1996,0.9521,sMon,1996
Impatiens glandulifera,11.95833,50.175,1988 - 1996,0.9108,sMon,1996
Impatiens glandulifera,11.875,50.125,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,11.95833,50.125,1988 - 1996,0.9341,sMon,1996
Impatiens glandulifera,12.04167,50.175,1988 - 1996,0.9039,sMon,1996
